"CUSTOMER_WID","VISITS_NUM"
517462822,4
518440507,4
519422675,19
519423545,1
519423784,5
520395842,5
523344996,3
523345885,4
524330248,3
524330891,17
524331225,23
525310341,4
525310644,7
526290152,21
529241125,6
530229651,14
530230298,8
531216507,14
532212831,16
533201270,4
534183964,6
536162520,13
537149561,15
537149771,2
537149776,23
537150312,22
537150498,7
538139886,18
539134182,15
540125733,2
543110372,3
543110707,15
543111344,2
544097797,15
545099014,5
545099243,15
546098479,21
547098519,12
547098645,14
548990053,2
549085811,7
549999698,2
550674363,4
550996313,11
552622570,4
552993636,13
552993638,18
558006300,2
558006835,21
558738747,14
559014816,4
560020304,12
560938782,1
564575166,5
564716146,16
565031055,2
565557786,6
566474177,2
566553170,12
566963920,14
567042539,3
567045017,15
567045049,15
567580365,13
567583382,14
571594203,12
572065334,4
573725515,2
574003478,7
574204046,2
574799921,3
575385616,7
578656733,6
579082805,20
579087197,21
579109848,4
579110999,2
579112070,5
579514701,6
583127640,7
584763833,15
585047085,3
586163878,2
586164124,13
587171825,12
587172142,5
588492250,10
592258133,6
592563997,2
592564860,5
592803443,8
593486797,4
593543594,2
593562151,23
593562433,12
598783003,5
601644448,2
601672972,6
601952846,4
602195240,4
604710038,4
606066976,4
606085265,2
606288094,12
606667408,8
607713303,10
607747024,5
607747689,10
609043388,4
609775400,2
610783135,11
610785201,14
611461432,17
611762342,6
615850447,7
616418364,4
616531691,4
616767143,4
616854122,6
616879929,11
618918859,15
620939494,2
620948122,15
621476049,4
621717393,2
621930142,10
621966580,14
622938616,2
623264391,6
624526525,9
625089218,2
627052112,11
627052940,19
628071909,2
628071999,1
630104718,20
631078575,1
631129042,12
631129402,1
631366809,2
631456517,4
631661224,2
634590597,7
635199548,7
635256270,6
636230652,16
638263912,11
639288860,6
640304803,4
640317059,3
641604036,5
642353850,1
644406604,14
644902631,14
645426047,14
645428590,15
649512690,15
650170990,7
652092377,2
652847656,2
653609284,21
656270254,4
657485176,7
657713606,2
659435021,1
659767004,16
659767260,21
661196464,3
661811894,17
662938799,14
663864166,12
664900160,1
664900733,5
667975859,6
670742543,14
671054387,11
671108787,12
671444741,19
672001805,2
672944369,2
673092838,2
675178071,3
675199380,2
676218977,6
679307321,8
680335255,17
680343562,2
680428370,8
680586765,8
681351442,9
682775251,4
682775578,5
683945883,10
683946335,9
685097312,11
685097966,4
685098421,12
686238511,4
686239050,2
687387675,13
690819975,4
690820323,6
690820857,4
693117096,11
693117998,3
694259817,15
694266493,3
694267142,7
695403457,5
696544369,5
699977739,12
699978171,13
701126298,2
701126419,2
701126512,4
701126852,4
701127287,7
702273835,5
703444462,4
706875413,2
706875736,2
708027560,10
709180150,7
710319768,7
714898416,2
714898744,9
714898968,4
714899176,2
716052706,3
718347666,5
722939244,2
722939342,1
722940554,8
724090140,4
724093825,6
725241778,10
726405494,2
726405710,5
727553102,6
727554101,2
727554323,9
728709395,3
728709613,9
731005343,4
732159016,10
733318226,2
734477331,2
734478098,6
735627419,3
736790962,4
739098580,2
739098585,3
739098681,8
739098901,7
740255019,7
743725614,10
743726493,10
744886024,5
744886782,16
744886909,11
747197128,7
749515266,6
750676966,9
750676971,9
751837419,2
751838186,4
752999454,6
757623920,6
757624260,4
757624573,2
759945428,4
766915502,12
772728613,8
772729496,6
772732539,9
773894797,10
776228487,8
777390725,4
777391055,5
780889582,14
780890882,3
783223619,5
784396727,1
784398071,3
784398072,12
785561263,2
787883706,2
790228060,4
791396613,4
792564303,8
792564624,5
796077266,4
796078361,3
797255056,2
797255686,2
798427080,4
799610731,3
799611153,2
804309325,6
804309542,2
804310087,4
805491761,7
806662098,2
807842189,5
809012833,9
809012892,6
809013213,11
809013267,3
813700401,6
813704460,3
814871581,5
814871893,5
816046491,10
820736691,2
823109285,9
823110165,4
824289177,7
824289495,2
824290487,11
825470125,2
825470129,2
825470719,2
826642186,4
826642187,4
830166163,6
830166365,5
830166370,6
830166590,4
831349706,6
831350144,6
831350367,5
833698924,5
833699151,5
833699257,3
834873036,5
834873361,4
838400651,4
839582284,3
840756715,4
840756730,7
846666584,5
846666598,6
847846846,5
847847061,11
849022892,5
849023322,5
850204565,8
850204898,6
852564696,6
852564806,6
853758605,3
853758938,3
853759033,6
853759460,6
856121217,6
856121532,5
856121968,3
856122075,6
856122291,5
857300972,4
857301286,3
857301832,3
858489036,2
858493004,7
858493232,3
859670518,4
860855635,1
860855955,4
862043059,2
864410568,5
867966975,9
870345736,4
870346719,7
871526398,5
872711692,9
872711697,8
872712465,2
875081782,2
875082326,1
875083205,1
875083209,2
876271472,1
876271590,1
877457181,4
877457515,2
878643676,10
878644327,2
882021193,5
883400115,3
885775334,6
885776422,2
886962243,5
886962676,3
888159866,2
888159867,5
888160191,4
889343499,5
891722577,2
891723437,2
891723563,6
892920241,1
894106732,4
894106734,7
896491727,6
896492178,5
896492230,5
897683370,3
901253722,5
903639603,2
904837769,7
904839093,5
904839315,5
912003724,6
914388235,1
917977999,1
917978221,5
919169872,2
920364609,5
920365153,1
920365261,5
920369239,7
921567065,9
926356595,5
927550283,3
927550938,6
928748402,5
928748838,7
928748840,5
928751021,1
929953978,2
931145772,6
933541679,1
934743055,4
934743901,4
934743917,12
934744648,2
935942399,2
937145817,4
937145819,3
937146027,1
939541106,2
943144190,4
944346486,5
945546268,3
947951819,4
950352926,2
952762803,1
952763310,7
953960733,4
953960958,4
956368486,7
956368490,9
957569192,6
958775071,2
958775175,1
958775291,6
958775510,5
959978431,5
959979297,7
959979618,6
959979952,2
959979963,2
961178089,5
961178193,5
961178638,8
961178856,2
961178858,7
961178965,10
962393500,1
962393608,1
962393723,2
962393827,3
962393830,2
962394374,8
962394376,6
962394694,5
963588647,5
963589833,4
965999092,3
967208813,4
967210022,4
967210458,5
968418088,2
968418132,2
968418134,7
969619211,3
969619333,11
969620667,6
970828312,7
970829117,7
970829236,7
970829337,4
974443873,2
975656903,5
976856159,2
976857364,5
980484001,1
982903905,4
985314488,7
985315472,5
987739202,10
988955644,10
988956628,3
991373528,5
991374969,3
992577640,2
993790444,4
995003683,7
995011723,1
995011830,2
995012278,4
997434960,6
997435177,1
999852471,2
999852804,3
999853260,2
1001065942,5
1002282507,6
1003489934,5
1004716107,1
1004716150,5
1009563041,6
1009563596,6
1009563795,1
1010778381,9
1010789100,7
1010789525,2
1010789531,1
1010789538,7
1011996705,5
1013212202,1
1013212296,5
1013212305,5
1014433884,12
1016867274,4
1018090251,5
1018090672,5
1020524561,6
1021747718,1
1022957506,3
1025401564,3
1026617724,6
1026618698,5
1027845040,1
1027845696,3
1029066305,5
1029066940,7
1030282034,5
1030282241,2
1030282677,2
1030283101,4
1030283117,3
1030283766,2
1031503549,2
1033942084,2
1035167121,1
1035167210,5
1035167305,2
1035167411,1
1036385951,9
1036387565,6
1036387786,6
1037609929,4
1040054812,5
1040055355,2
1043729613,3
1043729723,4
1043730155,9
1044944815,8
1044946006,6
1044946330,6
1046177177,2
1046177611,3
1046177613,5
1047397553,2
1047397997,2
1047398210,3
1047398646,4
1048624113,5
1049843394,3
1052290372,8
1052290699,5
1052291030,2
1052291033,2
1052291256,6
1053513219,6
1054738974,6
1055967066,5
1055967176,2
1057189234,2
1060863434,3
1060864418,2
1062090727,6
1062091060,2
1063316617,2
1063316946,2
1063317058,3
1064550918,5
1065776273,10
1068218326,4
1068218327,2
1068218661,5
1068219736,1
1068219745,7
1069443852,5
1070674026,2
1070674239,4
1070674352,9
1073126679,2
1076809010,3
1076809229,4
1076809335,5
1079272235,2
1079272887,3
1080502032,1
1080503463,4
1081726873,5
1082954219,4
1082954867,7
1082954868,2
1085416406,6
1086639444,4
1089104398,2
1089105060,2
1089105171,7
1090327985,1
1090328203,1
1091556666,4
1091556667,3
1094019394,5
1094019619,4
1095244027,9
1095244251,2
1097713711,4
1097714382,5
1098937953,6
1103869263,6
1105102563,8
1105103442,5
1105103445,4
1106333570,5
1106333682,2
1106334221,2
1106334573,4
1106334574,1
1106334669,5
1107557376,6
1107557951,9
1107558059,1
1107558291,4
1108790778,6
1108792878,6
1108792879,3
1110019461,4
1110019567,2
1111254434,6
1111254754,1
1111255314,2
1111255430,4
1111255529,2
1111255530,3
1111255755,4
1112487177,7
1112488483,2
1113721973,7
1113721981,7
1113722196,5
1113722954,4
1113723511,1
1114958907,1
1114959132,7
1114959896,6
1116192958,2
1116194284,4
1119887508,3
1119888285,4
1121121865,4
1121123205,4
1121123431,1
1122363418,4
1123596975,7
1123597080,5
1123597637,2
1124826855,3
1124827629,4
1124828288,2
1126061981,4
1126061986,5
1126062974,2
1126063081,1
1126063083,2
1128523622,3
1128523632,3
1128527252,5
1128527358,4
1128527580,2
1128527688,1
1128528130,1
1128528131,2
1128528246,1
1128528467,1
1129768024,4
1129768027,5
1129768488,2
1129768806,2
1129769384,4
1129769495,5
1130996887,4
1132236432,1
1132236887,4
1132237562,2
1133479576,4
1133479577,1
1134715403,2
1137820643,5
1137820654,2
1137821520,2
1137821633,5
1140025793,1
1141528095,2
1141528204,5
1146479914,4
1147724369,3
1148948887,5
1148949427,1
1148949967,7
1150183587,7
1155140454,1
1155141002,5
1155141775,1
1156374650,2
1158857558,2
1158858425,2
1160088100,1
1160088650,5
1160088760,5
1163800861,4
1164730635,3
1165042651,1
1166281313,2
1168764418,1
1171244595,3
1171245467,6
1173719456,3
1174700417,4
1174964205,4
1176194035,3
1177438995,2
1179917763,2
1179919188,1
1179919194,1
1179919401,1
1179919726,3
1182404879,1
1182405095,3
1183394606,1
1184877022,3
1184878227,1
1186127497,2
1187356962,2
1189843042,4
1189843145,1
1189844020,3
1189844137,1
1191091073,1
1191092282,1
1191092396,2
1192328655,3
1193577693,3
1193579235,4
1194555674,3
1194605368,1
1194819842,4
1198534030,3
1198534252,3
1198534257,4
1198534371,4
1198534372,8
1198534480,3
1198534700,5
1198534908,2
1198535564,4
1199779050,1
1199780040,3
1201021256,5
1202031221,1
1202272759,1
1202273511,4
1202273516,5
1202273626,5
1202274069,4
1203197016,3
1203515852,6
1203516068,3
1203516394,7
1203516396,4
1203516504,3
1207246536,5
1207246863,2
1207246981,1
1208181347,4
1208218046,2
1208231958,3
1209730114,5
1209730216,2
1209730984,2
1209731419,5
1210974032,4
1210974138,5
1210974139,4
1210974249,3
1212223560,1
1212224318,4
1212224532,4
1213142682,1
1214706070,4
1214706296,4
1214706513,3
1214706841,4
1214707609,5
1215958381,2
1217196343,5
1218438369,1
1218439444,4
1218439572,1
1218440013,3
1219684946,5
1220698702,5
1220930514,1
1223422654,3
1223422769,3
1227167638,4
1228411972,3
1228412949,6
1228412951,5
1233078576,1
1233090510,2
1233398451,3
1234360548,1
1234638073,4
1235890792,5
1238374744,3
1238374960,5
1242117688,2
1242119110,1
1243367176,1
1244616824,4
1244617041,2
1244617582,4
1244617584,1
1247120357,2
1247120360,1
1250859382,5
1250859822,2
1250859933,1
1250860372,1
1250860373,2
1253365984,1
1254619151,1
1255862369,1
1259606029,2
1259606236,2
1259606841,3
1260859746,2
1260859847,2
1262106194,5
1264610147,2
1264610254,1
1265859422,1
1270863784,3
1270863785,1
1270863896,1
1270864672,2
1272116188,1
1273371854,3
1275872320,4
1277122193,1
1277123172,2
1278380863,2
1278381852,3
1279631370,2
1279631694,2
1279631699,3
1279631700,2
1280598928,1
1285879812,5
1285880687,2
1285881339,2
1288398234,3
1288398451,1
1289642791,1
1289643009,1
1289643451,1
1290896423,2
1293405436,2
1293406638,2
1294654320,1
1295902667,3
1297162517,2
1297162851,1
1298419438,1
1298419439,1
1298419872,2
1298419978,1
1299674480,2
1304679179,3
1305932429,3
1308156604,2
1308441457,3
1308441458,1
1308441564,1
1310954054,1
1312208891,2
1312209102,4
1313184612,2
1314712928,2
1314713254,1
1315708806,4
1315969404,1
1315969409,1
1315969626,1
1315971785,5
1315972110,2
1317221282,3
1318211796,1
1319732908,2
1319733234,3
1320990077,4
1320990290,1
1320990724,2
1320990725,6
1320990947,3
1320990951,2
1322241169,3
1322241272,1
1322241376,3
1323153412,4
1332292117,2
1332292446,1
1332292553,1
1333548017,1
1333548786,1
1334514208,2
1335803288,1
1337314578,1
1337314792,2
1337314903,3
1337315766,1
1337316092,2
1338249625,4
1338565544,3
1338566624,1
1339824604,1
1339824610,1
1339824819,2
1339825033,2
1339825253,1
1339825587,2
1340852857,1
1341082335,1
1341082337,2
1341082338,3
1341082775,1
1342339310,2
1346108000,2
1347367430,1
1347368726,1
1348626585,2
1349590864,1
1349890142,1
1349890195,4
1352400383,1
1352400918,1
1352401901,3
1353420200,2
1353438523,1
1357435423,1
1357436294,3
1357436948,2
1358697580,2
1358698560,1
1360877416,2
1361218474,1
1363735958,1
1364985961,1
1364986287,1
1365906359,2
1367518888,1
1367519431,2
1368769999,1
1368770540,1
1369735207,1
1370038936,5
1371292642,1
1372549499,1
1373820030,1
1376336067,1
1376336500,4
1377596583,1
1381378836,2
1381379054,3
1381379163,2
1381379816,3
1381379924,4
1382644159,1
1382644317,1
1382644370,2
1382644485,3
1385164212,1
1386425858,1
1386426074,1
1386426186,1
1386426189,2
1386427049,2
1387436359,1
1390213152,1
1390213256,1
1390213474,1
1390213800,1
1390214662,2
1391479957,3
1395260440,1
1395260766,2
1399043500,1
1399043603,1
1399044146,1
1400312477,1
1400312522,3
1400312687,2
1401291813,1
1401573316,1
1401574304,2
1404095149,1
1404095473,1
1404095581,1
1407643882,1
1407885610,1
1407887127,1
1409157993,1
1409158101,1
1410416667,1
1411677039,1
1415472026,1
1415472772,1
1415472778,1
1416454598,2
1416736570,1
1416736627,1
1416736679,1
1416736680,1
1418000697,2
1418000701,1
1420532259,1
1421548049,1
1425585621,1
1425585627,1
1426855148,1
1428121235,1
1428121237,1
1434454385,1
1435716129,1
1436983112,1
1439519203,1
1439519312,1
1443323979,1
1444584062,1
1444585136,1
1448395491,1
1448395600,1
1448395709,1
1449397619,1
1450930044,1
1452197733,1
1452198378,1
1453465589,1
1456003929,1
1457274681,1
1459811280,1
1462107372,1
307573538,5
307573720,15
307573928,16
307574437,7
307574570,1
307574636,1
307574861,2
307574908,1
307574912,5
307574977,4
307575038,4
307575073,4
307575084,1
307575093,18
307575094,3
307575119,12
307575129,21
307575258,2
307575277,5
307575368,10
307575401,1
307575403,3
307575504,1
307575532,11
307575558,5
307575590,10
307575595,1
307575607,1
307575628,1
307575635,6
307575686,1
307575687,4
307575695,3
307575698,1
307575769,3
307575782,2
307575797,5
307575905,13
307575915,5
307575951,1
307576006,2
307576050,2
307576137,3
307576181,2
307576246,6
307576319,2
307576362,2
307576382,12
307576383,10
307576388,2
307576512,9
307576514,4
307576524,1
307576545,5
307576559,3
307576579,1
307576604,2
307576650,7
307576697,1
307576765,3
307576806,5
307576824,8
307576848,5
307576899,3
307576914,1
307576944,4
307576948,7
307576968,4
307576987,3
307577013,1
307577022,3
307577025,4
307577085,3
307577098,5
307577110,2
307577114,13
307577162,1
307577163,1
307577172,1
307577184,3
307577204,5
307577213,10
307577245,6
307577253,2
307577295,1
307577346,2
307577352,3
307577366,8
307577390,6
307577441,20
307577465,1
307577493,1
307577533,1
307577546,4
307577553,2
307577581,7
307577599,7
307577696,3
307577719,5
307577771,1
307577777,2
307577797,11
307577802,9
307577838,4
307577843,1
307577845,9
307577849,6
307577854,11
307577857,15
307577862,8
307577920,17
307577991,2
307578023,25
307578033,5
307578039,1
307578057,1
307578107,3
307578148,1
307578181,4
307578202,1
307578234,9
307578243,10
307578248,13
307578287,5
307578296,5
307578333,4
307578361,1
307578407,1
307578433,2
307578454,31
307578521,17
307578531,7
307578537,14
307578539,1
307578550,24
307578601,7
307578666,12
307578680,5
307578700,1
307578764,2
307578768,2
307578786,7
307578797,3
307578828,2
307578856,3
307578861,13
307578873,2
307578908,4
307578910,3
307578939,4
307578944,3
307578971,3
307578977,1
307578983,1
307578988,4
307578997,1
307579015,2
307579021,2
307579054,24
307579069,3
307579078,15
307579126,4
307579153,14
307579157,2
307579178,1
307579229,25
307579239,2
307579245,2
307579306,3
307579397,3
307579423,22
307579433,2
307579461,2
307579463,1
307579517,1
307579536,18
307579564,4
307579595,4
307579599,1
307579613,2
307579617,6
307579646,2
307579662,10
307579678,2
307579684,1
307579687,2
307579689,14
307579704,22
307579706,3
307579759,1
307579810,5
307579839,3
307579860,3
307579886,1
307579929,3
307579936,5
307579965,2
307579969,6
307579977,7
307580038,13
307580059,7
307580068,1
307580122,12
307580129,13
307580139,10
307580167,1
307580212,24
307580252,2
307580301,2
307580339,7
307580358,18
307580372,1
307580403,17
307580404,11
307580434,4
307580471,3
307580475,1
307580502,1
307580523,4
307580524,7
307580543,5
307580552,1
307580567,4
307580678,1
307580681,2
307580698,3
307580714,3
307580725,5
307580729,2
307580743,4
307580748,14
307580852,6
307580873,20
307580880,6
307580896,6
307580925,1
307580949,5
307580951,8
307580972,11
307580980,5
307580982,4
307581033,1
307581047,11
307581073,1
307581121,5
307581169,5
307581173,2
307581219,5
307581268,4
307581290,1
307581361,17
307581383,2
307581409,24
307581419,7
307581440,2
307581464,5
307581476,10
307581491,1
307581503,4
307581531,2
307581545,13
307581582,17
307581594,1
307581595,2
307581618,1
307581691,10
307581803,2
307581877,4
307581920,3
307581938,10
307581971,4
307581986,31
307582005,2
307582008,8
307582027,2
307582030,17
307582051,3
307582055,12
307582058,7
307582062,1
307582068,2
307582125,1
307582128,9
307582141,2
307582204,3
307582248,18
307582256,2
307582274,12
307582336,4
307582337,5
307582406,2
307582438,1
307582444,13
307582468,5
307582476,1
307582571,5
307582654,1
307582701,5
307582803,2
307582808,1
307582815,7
307582822,8
307582864,5
307582891,6
307582895,1
307582912,1
307582921,4
307582926,5
307582928,7
307582930,13
307582961,1
307582974,8
307582989,2
307583005,9
307583105,2
307583121,18
307583153,3
307583158,4
307583159,12
307583179,4
307583204,3
307583216,9
307583248,4
307583257,15
307583274,16
307583279,7
307583280,4
307583317,3
307583339,3
307583345,16
307583362,5
307583379,8
307583420,18
307583426,5
307583471,9
307583486,32
307583514,2
307583515,3
307583542,4
307583567,5
307583580,4
307583589,16
307583593,5
307583615,6
307583624,14
307583628,1
307583634,19
307583635,1
307583656,7
307583680,11
307583682,12
307583720,1
307583740,4
307583763,4
307583785,1
307583802,2
307583990,9
307584021,9
307584024,2
307584026,22
307584093,5
307584106,3
307584186,7
307584201,1
307584206,3
307584242,40
307584254,29
307584307,1
307584322,32
307584326,2
307584334,13
307584335,4
307584350,3
307584360,1
307584426,34
307584460,2
307584516,2
307584556,1
307584565,11
307584568,12
307584583,7
307584652,26
307584656,2
307584733,1
307584794,6
307584855,11
307584888,11
307584932,2
307584973,3
307584997,4
307585009,4
307585083,9
307585104,4
307585106,7
307585111,2
307585114,5
307585167,4
307585176,10
307585198,2
307585206,1
307585315,9
307585323,6
307585384,16
307585408,12
307585431,8
307585481,2
307585513,37
307585554,4
307585555,4
307585585,3
307585606,1
307585617,13
307585632,20
307585643,3
307585683,3
307585687,9
307585689,5
307585727,2
307585776,12
307585821,16
307585829,4
307585839,9
307585851,25
307585853,2
307585892,9
307585905,2
307585927,2
307585986,1
307586015,15
307586038,11
307586142,1
307586152,36
307586186,2
307586220,1
307586261,2
307586273,5
307586276,1
307586288,12
307586315,3
307586324,2
307586332,4
307586333,12
307586340,20
307586352,21
307586440,1
307586473,1
307586525,23
307586567,3
307586570,3
307586592,3
307586607,3
307586633,2
307586635,1
307586660,14
307586663,5
307586681,2
307586698,7
307586749,5
307586761,18
307586817,1
307586842,3
307586853,7
307586864,2
307586892,25
307586904,11
307586906,12
307586912,5
307586926,1
307586967,1
307587013,3
307587026,5
307587080,2
307587121,15
307587170,2
307587176,1
307587178,16
307587221,8
307587225,1
307587231,1
