"CUSTOMER_WID","KEYWORDS_NUM"
783222622,1
307583763,3
782056351,6
527276481,21
551997876,2
742559330,1
307585776,2
307579126,1
785561482,4
307578910,3
722939157,4
307585106,1
522358638,3
757624133,1
750676712,5
675171447,1
780891099,4
739099099,5
805491233,6
706876170,13
307576948,4
741404870,1
806661353,9
729851733,2
307576944,9
807843265,18
741405853,19
509663627,1
666646477,8
650540521,3
307582654,1
805491445,2
809012525,5
821919188,3
522358646,4
823117374,21
801965593,7
307579454,1
726404286,1
791397673,2
307578601,6
307579936,14
732158549,5
772732219,4
773895893,3
307593414,1
307582068,1
796077394,3
667982350,2
623994907,2
307585687,4
607703195,1
307579463,1
857301614,2
840756411,2
307579178,1
556104839,1
805491438,3
773895892,2
785560386,1
307581290,2
449961868,4
782056574,1
870345517,7
717202725,5
726404615,5
789054587,1
858488815,7
307578908,1
667491162,2
878645085,3
883400758,1
493199539,16
783222623,2
863228918,13
688526039,5
867967081,2
664060125,3
891723324,26
884590327,2
433378293,4
731005435,1
743725630,1
886963117,1
801964725,6
307580880,1
883401077,1
344474656,6
552003630,5
862043164,1
853758599,4
903640043,5
816046490,1
859671605,3
909606609,2
789055010,1
881018145,1
307578033,6
805490851,1
864409704,41
464849258,2
832521835,7
919170081,2
832522156,3
896492071,3
921566853,4
912002627,3
921567938,7
856121324,1
849023857,7
922755773,5
307584350,1
885776421,5
904838542,10
934744547,6
903639711,22
934743043,1
694266495,1
775064945,7
763428483,1
931146079,1
797255049,3
892920234,3
850205333,8
927551266,2
832522812,8
886961913,1
597619632,4
925156015,3
665427698,7
579110459,1
937146348,3
950351828,12
828989705,21
950352807,3
796078127,1
307577366,12
307583216,1
921568151,1
955166129,3
307584460,1
307576848,3
951551891,1
928749382,1
307574846,1
757624257,3
919169443,2
961179516,3
307586324,6
878643888,1
962394373,1
743726176,1
422294864,5
959979843,11
961179515,1
968417973,7
900063404,7
307583615,1
952763534,2
307584556,1
959978426,1
879838297,3
965999636,1
969619221,1
941943440,1
967209802,1
967210471,2
957568531,1
369342100,5
995012381,2
565497145,1
307579839,16
698830236,1
927550832,1
743725194,1
999852941,11
307581920,1
959978626,4
615374294,1
962394047,4
813704353,7
1003501830,4
958776077,1
958775846,2
1013211873,2
902444578,6
1016867166,5
1027845907,7
445352351,1
1029065427,2
1031503014,3
761107138,1
1026618364,1
665425258,2
398323906,1
1011996591,2
976857150,10
986531165,1
1046177288,4
1047397774,18
870345726,9
901253938,2
1057189233,5
849023427,4
999853689,2
1062091384,3
965998440,1
1065764778,2
1076808906,1
1011996602,8
307581877,1
991374412,2
1069444842,1
986531166,1
1086639442,2
645426038,3
1089104847,2
1070674349,1
702273711,1
1094019729,4
1038832622,3
872711473,14
1086639984,1
1001066035,1
586163882,1
307584186,2
1098937087,1
307575635,2
558007100,6
1098938501,1
1070674245,3
590552890,1
1108792650,6
307582989,3
307579069,1
967210014,3
1108790232,3
307587285,5
703444895,2
1116194174,2
307580212,1
968417649,3
1123596973,5
1113721971,7
972031585,2
1121121973,17
1126063179,2
1059637599,2
1013211024,4
1090328083,3
1031503333,1
975656900,1
1013211550,2
1090324817,1
1046177839,2
1123596759,6
1137820985,1
307579461,2
307585643,1
1076809778,9
307585481,5
1155140677,2
1156168119,1
980484222,3
970829015,3
1097713928,1
1098937303,1
1106335128,1
1146479694,2
1107557375,2
1047397227,13
1003502054,3
1145241562,5
307581464,1
1079272339,1
1171244271,2
1168764311,1
1048623674,5
406329615,5
1177438120,10
967210007,1
1108790236,1
1129768816,4
840756734,1
1130998005,1
1177438668,9
307579678,5
1130998581,1
1192329316,4
1129768813,8
505791977,1
1129769490,1
1134714517,2
460183305,1
572063360,1
1163800535,1
695403608,1
307577390,6
838401938,1
1172216506,4
1168546781,3
1189842708,1
724093988,2
1197302562,2
1201021909,1
1106334776,7
1122363643,1
1209730542,12
1206004345,3
987742519,1
1202272652,1
1174963985,2
1203516176,2
1201021362,4
568052567,1
922755772,1
1214706953,4
1220930294,7
1201022011,5
1223422984,2
1189842592,3
307575038,1
1103870161,1
307576382,1
1052290153,4
1215957169,10
1117420235,2
307586570,3
307579860,2
1240872452,3
976857698,3
1128528013,8
1232146864,5
927550509,1
1214706292,2
984108015,1
1247120247,2
1240872347,3
1228412625,2
1198535239,1
1076808352,4
1030282890,2
554999776,1
1106334114,1
1234636761,1
1259606641,1
1220929637,1
967210343,1
1217195584,1
1004716216,1
1227167097,2
1218439119,2
963588643,2
307586332,6
984107693,6
1250860044,1
307587080,3
1141527224,5
1260859311,1
1278381195,3
832522158,2
1284624698,1
1209730224,1
1209730657,2
1288398454,1
1212223564,1
913189455,1
1189842924,4
572385792,3
1247120133,1
1289642897,9
1237137818,3
1128527364,1
673117944,1
1124827303,1
1278381851,2
963588752,2
1134715184,1
1237137384,9
1308105097,4
1009563057,2
766916379,1
307578454,1
1294654318,5
1208250902,2
1317222591,1
323295918,2
1247120470,2
1315969623,1
1298419326,1
928750474,3
1320990395,7
1313456412,2
1295902784,4
1313456735,1
775065043,4
1004715619,2
974442902,3
1312210527,2
307575629,1
854945456,8
1070674896,1
972032339,2
1335720936,1
862044578,2
1337315233,3
681029968,2
967210445,2
1337315012,2
1201021687,3
1275872259,1
421875380,1
1342339091,2
1129769500,1
1341081901,1
307582128,1
1338565752,2
1352402014,1
1331031042,2
1348627124,8
1356179231,3
1333548019,1
1339824705,1
1011996916,1
507723017,2
1357436949,4
307574437,1
1106333450,3
637220457,6
1339825251,2
1363735741,1
1339557051,1
970829118,2
1279631696,1
1179919081,2
1375074458,2
1228412624,1
1382644212,6
1307184021,3
1363736828,7
1387687278,5
1388950163,7
1366253060,1
1390214774,1
1376336928,1
1388950596,1
1390213692,1
1324752412,3
307583635,1
1372548741,2
1392735869,3
1390214666,1
307576137,2
1392735660,1
1020524874,6
1391479852,1
1130998591,1
307578786,1
1270613306,1
1401573966,4
1402834700,1
1030282784,3
1326012949,2
1375073476,8
1326012944,1
307585854,1
1410151350,3
1408858406,5
1270864885,2
307575084,2
1412943808,1
1341082774,5
1129769153,1
1419267522,4
1108790343,1
1399044150,3
307576319,1
1419267198,3
991374973,1
1411677679,4
1367518558,2
1316922296,2
1212223773,1
1391480834,1
1121123097,4
1419267743,1
1404095043,1
1436631513,1
1426855147,2
1406620855,1
1408865683,1
1224671954,1
1408811489,5
307583426,3
1433186827,1
1020525855,1
821920047,1
1318255766,1
596603550,1
1459811504,2
307585302,1
307584753,1
307593021,2
307578661,2
307583569,3
307584762,17
307583583,7
307582716,6
307574442,27
307583576,3
307577335,17
307579412,7
307594341,1
307583472,25
307582686,1
307577633,1
307586284,6
307578893,4
307578364,4
307577741,27
307586127,4
307579415,1
307576224,1
307585979,1
307581774,6
344474652,18
307580579,1
307584566,2
307581088,4
307582831,8
307576415,1
307576712,3
307578335,15
307575772,8
307575309,7
307583671,3
307581757,1
307583344,1
307583890,1
307579897,10
332540137,12
307580049,1
307583695,1
307586045,5
307583477,10
374575877,2
373706342,10
307586946,1
307582054,7
307580515,2
307575439,10
380723501,15
310789598,2
307579546,3
355571941,6
307580456,3
307586708,7
307578429,1
307579136,1
307575794,4
307578360,4
307576215,9
307578043,2
384223000,7
404546124,6
307578283,1
307585781,1
400102041,1
398323913,12
307580736,13
307585913,1
327486436,11
307576364,5
307577975,2
307575319,4
307577418,3
422393902,2
307584941,5
423434466,8
307579133,23
307576986,5
307578432,5
307580695,15
361573968,3
440756504,5
307579044,3
435351465,1
307575881,1
307578253,3
307593306,2
307576403,7
453672211,6
425234847,4
352149405,1
307575146,1
444435454,5
444434260,5
452741248,1
390365918,3
452741266,1
307592340,3
307585100,6
453670797,2
310788941,11
458318433,1
307578063,7
373705412,6
307584578,6
369339835,2
387735988,7
369343391,9
330854632,1
470970193,9
471042405,1
379847941,3
378083864,1
307580668,1
307585690,2
470435026,1
483666794,1
477976134,4
445351043,3
307579206,2
307581990,4
307580848,6
494747447,3
307577463,3
307584226,1
307584553,8
439837928,17
307577786,7
478930950,11
503836371,1
307583373,3
460183315,2
307581613,1
509663924,2
418038814,1
307578653,1
307579943,1
517462190,1
510636150,4
348731317,1
516485711,19
314952917,3
507722487,1
307578548,5
478242550,4
307579906,1
459250504,1
526290890,7
522357139,12
468550989,13
533201157,13
307579498,7
307581390,6
387738136,5
307579319,1
480465278,1
510635391,2
525310006,2
307582157,15
346176788,1
539135391,6
323295383,1
307580755,13
368471947,1
463912318,2
540124426,5
499982591,6
538139480,2
543111023,4
529241313,15
532212977,3
431900426,2
451818030,5
404544449,1
538138920,1
537149755,1
307586580,3
552988716,7
511607244,12
537149757,4
551996383,11
512586559,4
552993637,2
307585838,2
543110381,7
480051414,2
563163337,7
307579763,1
307577706,2
509663385,13
554998553,3
307578215,1
466406031,3
499982697,1
307585843,3
364150580,11
509663198,9
557155545,1
576081518,3
579809887,1
485566002,18
512586562,4
593190980,1
307585000,7
499018862,2
594598043,1
307575472,2
587172092,5
596606723,5
512585915,15
519423116,2
307580340,5
307581293,3
580732574,4
614851304,13
598654666,4
615395203,2
307577712,7
540125614,4
558006280,1
502868351,10
622134448,7
626020745,5
546098045,5
307584755,5
307576313,1
615844837,8
578913298,1
307574765,4
307581100,1
548990141,11
537150086,4
479881611,3
607737136,1
630425489,3
307582756,6
516485387,8
650538347,8
307581690,3
601673397,5
617854242,2
593562162,8
499020290,5
635155531,9
307575932,1
677421496,5
594540746,2
523346179,2
653589703,3
664900294,5
307572609,7
592563434,3
671061211,1
507722915,4
646413549,1
377201579,12
602688441,1
307581378,5
537149438,4
671054294,1
625017501,5
663151451,4
307575218,5
659767259,10
630162422,1
686239073,17
621963735,4
617179782,10
579109926,1
616245033,1
685097856,1
586809789,25
680333927,1
529241847,10
675172787,1
682775700,5
681360430,1
597623790,2
307593999,12
307593880,1
307581860,6
329169955,3
572063359,1
682390010,2
529243943,1
708027657,4
557198459,4
702273602,1
706876601,3
307579188,10
699986598,13
645426039,4
432071289,1
714898313,5
539133897,4
307580627,1
307581848,9
670291322,10
703445442,9
706875063,3
581021595,1
671053882,1
743725180,7
499982643,1
641862800,10
595254763,1
580098511,3
664897045,2
586446879,1
650540519,6
683945798,3
761106971,5
517465457,3
660788322,6
537150180,2
551641124,2
440756872,2
775064721,1
671053884,2
777390614,3
307584859,1
716053475,1
758786855,2
548525647,2
352149295,1
775064728,3
701126628,3
579110447,1
646413763,4
758787400,10
785560499,14
780890998,1
791398009,1
681707295,1
326640034,2
804309977,16
307579900,1
686238189,1
805491447,7
800795421,9
307578230,15
804309313,2
584334954,14
307579582,2
472357864,1
824288958,2
307581206,3
580999582,5
797254944,1
525310539,7
766915504,6
533200215,6
307576207,2
307583519,1
833699905,4
813704778,3
645426057,1
595610503,1
583140954,1
748356119,2
824289182,1
307582981,7
307579032,8
838400326,6
768086451,1
307580705,2
828990250,5
847846102,9
847846639,19
850204459,1
307577456,2
498947974,19
505791231,1
628221074,3
846667757,11
614021631,1
799610298,3
858493231,3
854945567,1
838401952,14
731004145,5
307576384,2
307578864,1
862043374,3
622976942,2
307581759,4
307583496,2
787885207,7
537150423,3
884590329,2
735627648,1
586163760,6
878644220,3
891722460,1
854945347,1
892921625,5
883401303,1
772732860,4
884589247,3
900063613,12
892920452,6
832523361,1
903639054,6
560693180,1
545099569,4
716053360,11
307582117,4
903639276,4
553674735,1
733318891,1
838400863,2
896491621,4
885775335,1
909607401,2
913189021,11
307576713,3
307581609,1
307580132,1
683945352,4
927551153,2
779723371,1
749515839,1
776232360,2
901254489,3
681785370,1
877456954,1
912002184,5
878645096,1
702273276,3
688525829,1
826641753,1
919170307,1
307575514,4
307583001,1
805491559,1
307581577,1
946749706,2
806661780,2
877457713,6
944346701,34
484623094,6
953959854,3
943144083,1
870345513,1
914387910,1
928750587,5
592588580,15
708028215,5
351293166,2
840756622,3
425236381,5
796077180,3
962394150,15
891722457,2
963589288,7
891723008,1
969619328,3
823109080,6
901253614,17
974444207,1
625018909,3
976856924,7
909607171,4
969620662,6
972031695,3
959978861,7
467630752,3
831349929,25
307586722,2
588017825,1
538138493,2
398322786,5
967209796,1
364150915,2
965998327,2
965999855,2
984107476,14
931146181,2
967209565,3
581115024,1
554891857,1
955165472,2
995012050,2
975657243,1
657712897,5
859671820,6
906026250,8
739099111,3
862044139,3
1001066145,3
975657346,1
307576145,1
773895126,1
307578583,6
1001065915,1
307584408,1
1014433343,16
922755883,6
962394591,1
798426748,2
968418192,6
1018091328,3
307574548,3
1016867283,6
997435827,1
1026618050,1
1026617836,1
682791311,2
718349070,1
307577867,2
1008356977,1
663864332,1
1037610250,2
661651085,1
1047397989,3
1021747829,6
872711696,8
1055966951,1
904839317,5
1057189007,1
1046177069,2
432498083,3
645965260,1
1057189120,6
1057188796,3
1027845797,2
928751562,1
1004716154,2
307577521,2
307583198,7
645330723,1
307578381,1
945546374,10
1062090402,1
1060860733,5
1001065385,2
513564720,4
1043729174,1
1036386171,7
538139910,2
900064051,1
991374522,7
1081726760,5
1057189008,2
1057189672,5
806662313,1
531229138,7
975657015,5
1052290921,3
629089382,2
1048623889,3
714899513,8
1076809121,1
307585772,1
739098125,5
365017114,1
307582053,1
1018091340,1
1100177263,6
1064549819,3
1018090680,3
995012601,2
615010623,1
307593301,4
1027844504,1
916776563,1
1103868703,4
307583470,10
307582952,1
307575412,4
444433278,8
928748401,3
1031502904,3
1035166973,1
307575588,2
1111255194,1
1103868698,4
337648021,4
1019307765,2
1128523411,1
1095244026,2
1111254538,1
866788343,1
1011996479,1
