"CANCELED","ROW_WID","ACCNT_LOC","ARPU","SES","HOME_PASSED","CUST_SINCE_DT","MONTHS_AGE","CANCEL_DT","CITY","POP"
1,307577432,"2935011",597.76,"C",4892,19-SEP-13,13.24,26-OCT-14,"MONCLOVA","MC"
1,307576508,"2795758",329,"C",128,01-OCT-11,44.05,02-JUN-15,"MONCLOVA","MC"
1,307576575,"2932869",403.84,"D",890,09-AGO-13,14.56,26-OCT-14,"MONCLOVA","MC"
1,307576576,"2938450",591,"D",890,21-NOV-13,30.92,18-JUN-16,"MONCLOVA","MC"
1,307576865,"2909069",979.89,"C",4892,02-ENE-13,21.79,26-OCT-14,"MONCLOVA","MC"
1,307577364,"2747221",249,"C",860,25-FEB-11,44.04,26-OCT-14,"MONCLOVA","MC"
1,307577434,"2690760",438.98,"B",909,17-SEP-10,49.3,26-OCT-14,"MONCLOVA","MC"
1,307577029,"4007027",823,"C",860,18-SEP-14,1.27,26-OCT-14,"MONCLOVA","MC"
1,307577098,"2930657",329,"C",860,26-JUN-13,23.15,30-MAY-15,"MONCLOVA","MC"
1,307577312,"2924178",785.33,"C",3273,13-ABR-13,18.43,26-OCT-14,"MONCLOVA","MC"
1,307577313,"2930870",989.03,"C",4892,01-JUL-13,15.82,26-OCT-14,"MONCLOVA","MC"
1,307576509,"2656932",439,"D",179,05-ABR-10,54.69,26-OCT-14,"MONCLOVA","MC"
1,307576870,"2921286",393,"C",4892,21-MAR-13,26.27,29-MAY-15,"MONCLOVA","MC"
1,307577083,"2904104",789,"D",1499,27-NOV-12,22.98,26-OCT-14,"MONCLOVA","MC"
1,307576418,"2865831",405,"C",4892,07-JUL-12,27.62,26-OCT-14,"MONCLOVA","MC"
1,307575332,"2806510",345,"B",323,14-NOV-11,36.34,24-NOV-14,"MONCLOVA","MC"
1,307576214,"2903816",284,"C",860,26-NOV-12,23,26-OCT-14,"MONCLOVA","MC"
1,307576647,"2907436",182.71,"B",909,19-DIC-12,22.24,26-OCT-14,"MONCLOVA","MC"
1,307576867,"2920888",368.74,"B",213,19-MAR-13,19.24,26-OCT-14,"MONCLOVA","MC"
1,307576868,"2921103",239,"B",924,20-MAR-13,19.21,26-OCT-14,"MONCLOVA","MC"
1,307577151,"2763977",498.19,"D",890,10-MAY-11,41.53,26-OCT-14,"MONCLOVA","MC"
1,307576939,"2734324",1179.32,"B",369,30-DIC-10,45.88,26-OCT-14,"MONCLOVA","MC"
1,307576940,"2734642",470,"B",19,03-ENE-11,68.18,08-SEP-16,"MONCLOVA","MC"
1,307577441,"2939122",149,"C",4892,03-DIC-13,13.08,05-ENE-15,"MONCLOVA","MC"
1,307577510,"2865157",580,"C",4892,04-JUL-12,30.04,05-ENE-15,"MONCLOVA","MC"
1,307577513,"2865548",416,"C",4892,06-JUL-12,57.93,03-MAY-17,"MONCLOVA","MC"
1,307576513,"2834961",249,"B",924,07-MAR-12,41.18,12-AGO-15,"MONCLOVA","MC"
1,307576515,"2664360",524.52,"B",909,12-MAY-10,53.46,26-OCT-14,"MONCLOVA","MC"
1,307576656,"2680872",179,"B",924,04-AGO-10,53.4,16-ENE-15,"MONCLOVA","MC"
1,307576658,"2919868",226.71,"C",4892,11-MAR-13,19.5,26-OCT-14,"MONCLOVA","MC"
1,307576734,"2665161",772.14,"B",909,17-MAY-10,53.3,26-OCT-14,"MONCLOVA","MC"
1,307576944,"2803014",888,"B",909,31-OCT-11,54.86,26-MAY-16,"MONCLOVA","MC"
1,307577084,"2904249",650,"D",1499,28-NOV-12,22.95,26-OCT-14,"MONCLOVA","MC"
1,307577160,"2804941",326.48,"C",3273,07-NOV-11,37.89,03-ENE-15,"MONCLOVA","MC"
1,307577229,"2987899",690,"B",924,07-MAR-14,20.09,09-NOV-15,"MONCLOVA","MC"
1,307577442,"2939198",424.06,"C",860,04-DIC-13,10.72,26-OCT-14,"MONCLOVA","MC"
1,307577443,"2939260",499,"C",4892,05-DIC-13,10.69,26-OCT-14,"MONCLOVA","MC"
1,307575040,"2886847",239,"C",4892,21-SEP-12,25.17,26-OCT-14,"MONCLOVA","MC"
1,307575113,"2764991",126,"D",890,16-MAY-11,41.33,26-OCT-14,"MONCLOVA","MC"
1,307575181,"2825597",807.9,"D",890,28-ENE-12,32.95,26-OCT-14,"MONCLOVA","MC"
1,307576083,"2661382",437.03,"B",909,26-ABR-10,54,26-OCT-14,"MONCLOVA","MC"
1,307575254,"2909451",363.06,"D",118,04-ENE-13,21.72,26-OCT-14,"MONCLOVA","MC"
1,307576427,"2905883",305.13,"C",860,07-DIC-12,22.63,26-OCT-14,"MONCLOVA","MC"
1,307576434,"2680306",629,"B",924,03-AGO-10,70.82,28-JUN-16,"MONCLOVA","MC"
1,307577028,"2730979",475,"B",141,14-DIC-10,69.82,08-OCT-16,"MONCLOVA","MC"
1,307577307,"2924022",550,"D",876,12-ABR-13,41.99,11-OCT-16,"MONCLOVA","MC"
1,307576012,"2924460",380,"C",4892,16-ABR-13,40.89,12-SEP-16,"MONCLOVA","MC"
1,307577068,"2860668",34.76,"C",3273,20-JUN-12,29.31,29-NOV-14,"MONCLOVA","MC"
1,307577000,"2937774",464.5,"C",339,07-NOV-13,11.62,26-OCT-14,"MONCLOVA","MC"
1,307577433,"2935049",487.73,"C",4892,19-SEP-13,13.24,26-OCT-14,"MONCLOVA","MC"
1,307576511,"2796335",465.39,"C",4892,05-OCT-11,36.69,26-OCT-14,"MONCLOVA","MC"
1,307576652,"2908179",539.87,"C",4892,26-DIC-12,22,26-OCT-14,"MONCLOVA","MC"
1,307576654,"2919751",379.58,"D",1499,09-MAR-13,19.56,26-OCT-14,"MONCLOVA","MC"
1,307575400,"2981094",449.52,"C",767,19-DIC-13,10.24,26-OCT-14,"MONCLOVA","MC"
1,307576215,"2904117",139.44,"C",860,27-NOV-12,33.85,22-SEP-15,"MONCLOVA","MC"
1,307576578,"2938548",674.81,"C",75,22-NOV-13,11.14,26-OCT-14,"MONCLOVA","MC"
1,307577436,"2935119",368.4,"C",339,20-SEP-13,13.21,26-OCT-14,"MONCLOVA","MC"
1,307577505,"2849475",359,"C",4892,11-MAY-12,29.49,26-OCT-14,"MONCLOVA","MC"
1,307576729,"2798686",414.5,"C",860,14-OCT-11,36.4,26-OCT-14,"MONCLOVA","MC"
1,307577224,"2938392",248.73,"C",128,20-NOV-13,11.2,26-OCT-14,"MONCLOVA","MC"
1,307577367,"2748440",63.54,"C",860,02-MAR-11,51.92,30-JUN-15,"MONCLOVA","MC"
1,307577368,"2764278",865.16,"D",890,12-MAY-11,41.46,26-OCT-14,"MONCLOVA","MC"
1,307577421,"2925731",219,"D",118,24-ABR-13,22.54,09-MAR-15,"MONCLOVA","MC"
1,307576871,"2921329",249,"B",305,21-MAR-13,32.86,16-DIC-15,"MONCLOVA","MC"
1,307577296,"2888693",370,"D",876,28-SEP-12,24.95,26-OCT-14,"MONCLOVA","MC"
1,307574496,"2806980",9.67,"D",890,15-NOV-11,44.63,03-AGO-15,"MONCLOVA","MC"
